ACC	Name	chr	start	end	TSS	TTS	Expression	Description
YBR090C		chr02	427058	426333	427527	NaN	201.69	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus
YBR091C	TIM12	chr02	427484	427155	427527	427047	157.19	Essential protein of the inner mitochondrial membrane; peripherally localized; component of the TIM22 complex, which is a twin-pore translocase that mediates insertion of numerous multispanning inner membrane proteins
YBR092C	PHO3	chr02	429101	427698	429132	427593	361.28	Constitutively expressed acid phosphatase similar to Pho5p; brought to the cell surface by transport vesicles; hydrolyzes thiamin phosphates in the periplasmic space, increasing cellular thiamin uptake; expression is repressed by thiamin
YBR093C	PHO5	chr02	430951	429548	430988	429483	646.96	Repressible acid phosphatase; 1 of 3 repressible acid phosphatases that also mediates extracellular nucleotide-derived phosphate hydrolysis; secretory pathway derived cell surface glycoprotein; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2
YBR094W	PBY1	chr02	432036	434297	431977	434056	119.44	Putative tubulin tyrosine ligase associated with P-bodies; may have a role in mRNA metabolism; yeast knockout collection strain identified as a pby1 null mutant is actually wild-type for PBY1 and deleted for mms4
YBR095C	RXT2	chr02	435698	434406	435724	434383	93.94	Component of the histone deacetylase Rpd3L complex; possibly involved in cell fusion and invasive growth; relocalizes to the cytosol in response to hypoxia
YBR096W		chr02	436021	436713	435940	436782	370.95	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER
YBR097W	VPS15	chr02	436951	441315	436654	441482	45.22	Serine/threonine protein kinase involved in vacuolar protein sorting; functions as a membrane-associated complex with Vps34p; active form recruits Vps34p to the Golgi membrane; interacts with the GDP-bound form of Gpa1p; myristoylated; a fraction is localized, with Vps34p, to nuclear pores at nucleus-vacuole junctions and may facilitate transcription elongation for genes positioned at the nuclear periphery
YBR098W	MMS4	chr02	441515	443590	NaN	443654	38.06	Subunit of structure-specific Mms4p-Mus81p endonuclease; cleaves branched DNA; involved in recombination, DNA repair, and joint molecule formation/resolution during meiotic recombination; phosphorylation of the non-catalytic subunit Mms4p by Cdc28p and Cdc5p during mitotic cell cycle activates the function of Mms4p-Mus81p
YBR099C		chr02	443307	442924	443887	NaN	32.99	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene MMS4
YBR101C	FES1	chr02	444693	443821	444745	443773	312.46	Hsp70 (Ssa1p) nucleotide exchange factor; required for the release of misfolded proteins from the Hsp70 system to the Ub-proteasome machinery for destruction; cytosolic homolog of Sil1p, which is the nucleotide exchange factor for BiP (Kar2p) in the endoplasmic reticulum; protein abundance increases in response to DNA replication stress
YBR102C	EXO84	chr02	447323	445062	447403	444951	87.27	Exocyst subunit with dual roles in exocytosis and spliceosome assembly; subunit of the the exocyst complex which mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane (PM) prior to SNARE-mediated fusion; required for exocyst assembly and targeting the complex to specific sites on the bud tip PM; associates the U1 snRNP; role in pre-mRNA splicing and prespliceosome formation; possible Cdc28 substrate
YBR103W	SIF2	chr02	447709	449316	447584	449360	127.29	WD40 repeat-containing subunit of Set3C histone deacetylase complex; complex represses early/middle sporulation genes; antagonizes telomeric silencing; binds specifically to the Sir4p N-terminus
YBR103C-A		chr02	449463	449320	449943	NaN	3.53	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by homology to related yeast
YBR104W	YMC2	chr02	449667	450656	449608	450738	70.21	Putative mitochondrial inner membrane transporter; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; YMC2 has a paralog, YMC1, that arose from the whole genome duplication
YBR105C	VID24	chr02	451969	450881	452002	450727	167.22	GID Complex regulatory subunit; binds GID Complex in response to glucose through interactions with complex member Vid28p; regulates fructose-1,6-bisphosphatase (FBPase) targeting to the vacuole; promotes proteasome-dependent catabolite degradation of FBPase; peripheral membrane protein located at Vid (vacuole import and degradation) vesicles
YBR106W	PHO88	chr02	452658	453224	452631	453360	2773.5	Probable membrane protein; involved in phosphate transport; role in the maturation of secretory proteins; pho88 pho86 double null mutant exhibits enhanced synthesis of repressible acid phosphatase at high inorganic phosphate concentrations
YBR107C	IML3	chr02	454530	453793	454587	453482	116.15	Outer kinetochore protein and component of the Ctf19 complex; involved in the establishment of pericentromeric cohesion during mitosis; prevents non-disjunction of sister chromatids during meiosis II; forms a stable complex with Chl4p; required for localization of Sgo1p to pericentric sites during meiosis I; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-L and fission yeast fta1
YBR108W	AIM3	chr02	454822	457665	454779	457839	83.09	Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss
YBR109C	CMD1	chr02	458362	457919	458411	457717	1293.18	Calmodulin; Ca++ binding protein that regulates Ca++ independent processes (mitosis, bud growth, actin organization, endocytosis, etc.) and Ca++ dependent processes (stress-activated pathways), targets include Nuf1p, Myo2p and calcineurin; inviability caused by repression is functionally complemented by human CALM1 or CALM2
YBR109W-A		chr02	458608	458832	NaN	NaN	44.82	Putative protein of unknown function; questionable ORF from MIPS
YBR110W	ALG1	chr02	458872	460221	458658	460315	218.13	Mannosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum (ER); essential for viability; human homolog ALG1 complements yeast null mutant
YBR111C	YSA1	chr02	461873	461178	461873	461099	978.73	Nudix hydrolase family member with ADP-ribose pyrophosphatase activity; shown to metabolize O-acetyl-ADP-ribose to AMP and acetylated ribose 5'-phosphate
YBR111W-A	SUS1	chr02	462139	462579	462099	NaN	231.17	Component of both the SAGA histone acetylase and TREX-2 complexes; interacts with RNA polymerase II; involved in mRNA export coupled transcription activation and elongation; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP
YBR113W		chr02	465566	466048	NaN	NaN	115.87	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene CYC8
YBR112C	CYC8	chr02	465770	462870	465934	464595	287.93	General transcriptional co-repressor; acts together with Tup1p; also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters; can form the prion [OCT+]
YBR114W	RAD16	chr02	467248	469620	467161	467646	39.56	Nucleotide excision repair (NER) protein; binds damaged DNA during NER; binds DNA in an ATP-dependent manner (with Rad7p) during NER; required for NER of non-transcribed chromatin; subunit of Nucleotide Excision Repair Factor 4 (NEF4) and the Elongin-Cullin-Socs (ECS) ligase complex
YBR115C	LYS2	chr02	473926	469748	474032	NaN	136.62	Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde, which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p
YBR116C		chr02	474726	474199	NaN	NaN	14.39	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene TKL2
YBR117C	TKL2	chr02	476437	474392	NaN	474233	14.34	Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL2 has a paralog, TKL1, that arose from the whole genome duplication
YBR118W	TEF2	chr02	477671	479047	477650	479144	10059.23	Translational elongation factor EF-1 alpha; in the GTP-bound active form, binds to and delivers aminoacylated tRNA to the A-site of ribosomes for elongation of nascent polypeptides; associates with vacuolar Rho1p GTPase; TEF2-RFP levels increase during replicative aging; may also have a role in tRNA re-export from the nucleus; TEF2 has a paralog, TEF1, that arose from the whole genome duplication
YBR119W	MUD1	chr02	479338	480323	479302	479375	136.61	U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing
YBR120C	CBP6	chr02	480923	480435	480995	480756	239.03	Mitochondrial protein required for translation of the COB mRNA; forms a complex with Cbp3p that binds to mt ribosomes near the polypeptide tunnel exit and promotes efficient translation of the COB mRNA; Cbp3p-Cbp6p complex also interacts with newly synthesized cytochrome b (Cobp) and Cbp4p to promote assembly of Cobp into the cytochrome bc1 complex; Cbp3p-Cbp6p complex is sequestered if assembly of Complex III is blocked, downregulating COB mRNA translation
YBR121C-A		chr02	482484	482326	482698	NaN	1365.8	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely contained within the verified gene GRS1; identified by expression profiling and mass spectrometry
YBR121C	GRS1	chr02	483367	481364	483436	481221	1488.29	Cytoplasmic and mitochondrial glycyl-tRNA synthase; ligates glycine to the cognate anticodon-bearing tRNA; transcription termination factor that may interact with the 3'-end of pre-mRNA to promote 3'-end formation; GRS1 has a paralog, GRS2, that arose from the whole genome duplication; human homolog GARS implicated in Charcot-Marie-Tooth disease, can complement yeast null mutant
YBR122C	MRPL36	chr02	484503	483970	484538	483766	486.46	Mitochondrial ribosomal protein of the large subunit; overproduction suppresses mutations in the COX2 leader peptide-encoding region
YBR124W		chr02	486507	486866	NaN	NaN	39.41	Putative protein of unknown function
YBR123C	TFC1	chr02	486691	484742	486730	484683	111.69	Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63
YBR125C	PTC4	chr02	488380	487199	488542	487049	97.69	Cytoplasmic type 2C protein phosphatase (PP2C); identified as a high-copy number suppressor of cnb1 mpk1 synthetic lethality; overexpression decreases high-osmolarity induced Hog1p phosphorylation and kinase activity
YBR126C	TPS1	chr02	490392	488905	490471	490344	961.2	Synthase subunit of trehalose-6-P synthase/phosphatase complex; synthesizes the storage carbohydrate trehalose, which is critically important for survival of long-term desiccation; also found in a monomeric form; expression is induced by the stress response and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress and in response to prolonged exposure to boric acid
